Date,ratio,ma_60,ma_150,signal,signal_50,bs,bs_50
2018-09-28,0.9242803504380475,0.9258263530790217,0.9365355409849349,1,0,buy,
2018-10-01,0.9241379310344828,0.9258898509141698,0.9361128675864318,1,0,,
2018-10-02,0.9257641921397379,0.9261054214993512,0.9356513122090342,1,0,,
2018-10-03,0.9197994987468671,0.9262171222285175,0.9350155363554984,1,0,,
2018-10-04,0.9485029940119761,0.9265277223100955,0.9347089447315355,0,0,sell,
2018-10-05,0.9480746791131855,0.9270494638563918,0.9344686502425634,0,0,,
2018-10-08,0.9510368663594472,0.9276589881489653,0.9342646783312184,0,0,,
2018-10-09,0.9557471264367816,0.9282154361154583,0.9341754204910028,0,0,,
2018-10-10,1.0192023633677991,0.9300410556270525,0.9345506113880311,0,0,,
2018-10-11,1.0325670498084292,0.9321476517132804,0.9351168429735691,0,0,,
2018-10-12,0.9984901862103673,0.9334069106737531,0.9354106202650162,0,0,,
2018-10-15,1.0009866798223976,0.9347741576937466,0.9357035183850059,0,0,,
2018-10-16,0.9666307857911735,0.935634260281235,0.9356941153761911,0,0,,
2018-10-17,0.971030042918455,0.9365912453553575,0.9358149540715239,0,0,,
2018-10-18,0.9964877069744105,0.937938203257417,0.9361304009213017,0,0,,
2018-10-19,0.9905142286570144,0.9393239003890981,0.9361754534778309,0,0,,
2018-10-22,0.9905047476261869,0.940419242565934,0.9363373309150931,0,0,,
2018-10-23,0.999507146377526,0.941430212991171,0.9366008487132453,0,0,,
2018-10-24,1.0263157894736843,0.9432465598422592,0.9367078793495375,0,0,,
2018-10-25,1.0274725274725276,0.944913047934707,0.9369114436475899,0,0,,
2018-10-26,1.023213472917615,0.9466680983539807,0.9371299959869769,0,0,,
2018-10-29,1.0354737314773237,0.9487373146333198,0.9373846693483407,0,0,,
2018-10-30,1.0234806629834254,0.9506699005129755,0.9375352253459183,0,0,,
2018-10-31,1.0071428571428571,0.952389640323241,0.9377411975210117,0,0,,
2018-11-01,0.9920909540286703,0.9538651583812161,0.9376168180624239,0,0,,
2018-11-02,0.9926650366748166,0.9552551355046895,0.9376431770087102,0,0,,
2018-11-05,0.9975308641975308,0.9563087243913048,0.9377642061113541,0,0,,
2018-11-06,0.9939086294416243,0.9569536167912501,0.937895810917004,0,0,,
2018-11-07,0.9633679606342265,0.9574006382217921,0.937716987325903,0,0,,
2018-11-08,0.9692982456140351,0.9576268407805306,0.937531097126787,0,0,,
2018-11-09,0.9746568109820486,0.9581759175634432,0.9374745923325307,0,0,,
2018-11-12,1.0034722222222223,0.9593510491064253,0.9376355609934995,0,0,,
2018-11-13,0.9990142927550518,0.9605214111580188,0.9378625565121002,0,0,,
2018-11-14,1.008555133079848,0.961827499465014,0.9381952151943034,0,0,,
2018-11-15,0.9916992187499999,0.9628891531108473,0.9384772945180248,0,0,,
2018-11-16,0.9762865792129163,0.963742905680039,0.9387740026057336,0,0,,
2018-11-19,0.9927849927849929,0.9649190670926657,0.939146055002326,0,0,,
2018-11-20,1.0081484834766863,0.9663152918172773,0.9395994263675502,0,0,,
2018-11-21,0.993013507219376,0.9673680810401641,0.939885289427297,0,0,,
2018-11-23,0.9981642955484168,0.9686234941964237,0.9402466458843807,0,0,,
2018-11-26,0.978588807785888,0.969415033243704,0.9403740800415495,0,0,,
2018-11-27,0.9774509803921569,0.9703376540672414,0.9404905603356155,0,0,,
2018-11-28,0.9742294087923195,0.9710534124476559,0.9406832542983682,0,0,,
2018-11-29,0.9834337349397589,0.9717715982445944,0.9409899365708168,0,0,,
2018-11-30,0.969214982042073,0.972146888501495,0.9411447685842124,0,1,,buy
2018-12-03,0.9619506966773848,0.9723522678861104,0.9413225224912651,0,1,,
2018-12-04,1.0072815533980581,0.9734260080617924,0.9417568012606438,0,0,,sell
2018-12-06,1.0110417666826692,0.9747118003270162,0.9422452441692184,0,0,,
2018-12-07,1.0251256281407035,0.9762281217716376,0.9428574419293193,0,0,,
2018-12-10,1.0152214022140222,0.9776272510687315,0.943421001044508,0,0,,
2018-12-11,1.0069541029207232,0.9790572553481793,0.9439478422111267,0,0,,
2018-12-12,1.0009272137227632,0.9799215701938693,0.9445292021729071,0,0,,
2018-12-13,0.9879685330865341,0.980711247955026,0.9450788200821353,0,0,,
2018-12-14,0.9972752043596731,0.9819276643473507,0.9457647384632416,0,0,,
2018-12-17,1.0121054907047125,0.9833926921648284,0.9465547488276771,0,0,,
