Date,svxy,strat,n,capital,cash,spx,strat_ret,spx_ret,ex_ret
2011-10-04,22.695,100.0,0.0,0.0,100.0,1123.949951,0.0,0.0,0.0
2011-10-05,23.165001,100.0,0.0,0.0,100.0,1144.030029,0.0,0.017865633591721997,-0.017865633591721997
2011-10-06,23.344998999999998,100.0,0.0,0.0,100.0,1164.969971,0.0,0.018303664649697682,-0.018303664649697682
2011-10-07,24.299999,100.0,0.0,0.0,100.0,1155.459961,0.0,-0.008163309129622154,0.008163309129622154
2011-10-10,24.629998999999998,100.0,0.0,0.0,100.0,1194.890015,0.0,0.03412498514087403,-0.03412498514087403
2011-10-11,26.344998999999998,100.0,0.0,0.0,100.0,1195.540039,0.0,0.0005440032068557699,-0.0005440032068557699
2011-10-12,26.135,100.0,0.0,0.0,100.0,1207.25,0.0,0.009794704165487111,-0.009794704165487111
2011-10-13,27.875,100.0,0.0,0.0,100.0,1203.660034,0.0,-0.0029736723959411515,0.0029736723959411515
2011-10-14,24.809998999999998,100.0,0.0,0.0,100.0,1224.579956,0.0,0.01738025805382848,-0.01738025805382848
2011-10-17,25.67,100.0,0.0,0.0,100.0,1200.859985,0.0,-0.019369883431278323,0.019369883431278323
2011-10-18,23.959999,100.0,0.0,0.0,100.0,1225.380005,0.0,0.020418716841497542,-0.020418716841497542
2011-10-19,23.754998999999998,100.0,0.0,0.0,100.0,1209.880005,0.0,-0.012649137358822782,0.012649137358822782
2011-10-20,24.924999,100.0,0.0,0.0,100.0,1215.390015,0.0,0.004554178908014794,-0.004554178908014794
2011-10-21,26.530001000000002,100.0,0.0,0.0,100.0,1238.25,0.0,0.01880876485561722,-0.01880876485561722
2011-10-24,24.73,100.0,0.0,0.0,100.0,1254.189941,0.0,0.012872958610942842,-0.012872958610942842
2011-10-25,25.559998999999998,100.0,0.0,0.0,100.0,1229.050049,0.0,-0.020044724629154187,0.020044724629154187
2011-10-26,28.915001,100.0,0.0,0.0,100.0,1242.0,0.0,0.010536553015507044,-0.010536553015507044
2011-10-27,29.389999,100.0,0.0,0.0,100.0,1284.589966,0.0,0.03429143800322065,-0.03429143800322065
2011-10-28,26.219998999999998,100.0,0.0,0.0,100.0,1285.089966,0.0,0.0003892292585445656,-0.0003892292585445656
2011-10-31,22.315001000000002,100.0,0.0,0.0,100.0,1253.300049,0.0,-0.02473750308622369,0.02473750308622369
2011-11-01,23.055,100.0,0.0,0.0,100.0,1218.280029,0.0,-0.02794224737160278,0.02794224737160278
2011-11-02,24.18,100.0,0.0,0.0,100.0,1237.900024,0.0,0.01610466767324814,-0.01610466767324814
2011-11-03,23.705,100.0,0.0,0.0,100.0,1261.150024,0.0,0.018781807536341066,-0.018781807536341066
2011-11-04,23.860001,100.0,0.0,0.0,100.0,1253.22998,0.0,-0.0062800173248857005,0.0062800173248857005
2011-11-07,25.004998999999998,100.0,0.0,0.0,100.0,1261.119995,0.0,0.006295743898498074,-0.006295743898498074
2011-11-08,20.209999,100.0,0.0,0.0,100.0,1275.920044,0.0,0.011735639002377285,-0.011735639002377285
2011-11-09,21.450001,100.0,0.0,0.0,100.0,1229.099976,0.0,-0.03669514263073992,0.03669514263073992
2011-11-10,22.375,100.0,0.0,0.0,100.0,1239.699951,0.0,0.00862417639490709,-0.00862417639490709
2011-11-11,21.82,100.0,0.0,0.0,100.0,1263.849976,0.0,0.019480540416670467,-0.019480540416670467
2011-11-14,22.045,100.0,0.0,0.0,100.0,1251.780029,0.0,-0.00955014220770134,0.00955014220770134
2011-11-15,20.995001000000002,100.0,0.0,0.0,100.0,1257.810059,0.0,0.00481716424635481,-0.00481716424635481
2011-11-16,19.985001,100.0,2.5018762821177742,50.0,50.0,1236.910034,0.0,-0.01661620119067586,0.01661620119067586
2011-11-17,20.625,101.6011983186791,2.5018762821177742,51.601198318679096,50.0,1216.130005,0.016011983186790868,-0.016799951838696092,0.03281193502548696
2011-11-18,20.42,101.08831368084495,2.5018762821177742,51.088313680844955,50.0,1215.650024,-0.005048017605318478,-0.0003946790211790674,-0.00465333858413941
