Date,VXV
27/11/2013,14.6
26/11/2013,14.55
25/11/2013,14.43
22/11/2013,14.15
21/11/2013,14.52
20/11/2013,14.99
19/11/2013,15.25
18/11/2013,14.93
15/11/2013,14.8
14/11/2013,14.88
13/11/2013,14.83
12/11/2013,14.88
11/11/2013,14.73
08/11/2013,14.63
07/11/2013,15.36
06/11/2013,14.66
05/11/2013,14.92
04/11/2013,14.68
01/11/2013,15.06
31/10/2013,15.25
30/10/2013,15.13
29/10/2013,15.03
28/10/2013,14.87
25/10/2013,14.87
24/10/2013,14.9
23/10/2013,15.11
22/10/2013,15.02
21/10/2013,15.14
18/10/2013,14.92
17/10/2013,15.44
16/10/2013,16.26
15/10/2013,18.41
14/10/2013,16.92
11/10/2013,16.57
10/10/2013,17.21
09/10/2013,19.29
08/10/2013,19.84
07/10/2013,19.07
04/10/2013,17.21
03/10/2013,17.7
02/10/2013,16.81
01/10/2013,16.13
30/09/2013,16.8
27/09/2013,16.04
26/09/2013,15.41
25/09/2013,15.56
24/09/2013,15.64
23/09/2013,15.92
20/09/2013,15.32
19/09/2013,15.02
18/09/2013,15.18
17/09/2013,15.66
16/09/2013,15.58
13/09/2013,15.7
12/09/2013,15.85
11/09/2013,15.61
10/09/2013,16.11
09/09/2013,16.83
06/09/2013,17.17
05/09/2013,17.14
04/09/2013,17.3
03/09/2013,17.64
30/08/2013,18.05
29/08/2013,17.9
28/08/2013,17.62
27/08/2013,17.68
26/08/2013,16.21
23/08/2013,15.55
22/08/2013,15.99
21/08/2013,16.79
20/08/2013,16.31
19/08/2013,16.4
16/08/2013,15.94
15/08/2013,16.24
14/08/2013,15.24
13/08/2013,14.86
12/08/2013,15.17
09/08/2013,15.1
08/08/2013,14.67
07/08/2013,14.81
06/08/2013,14.56
05/08/2013,13.86
02/08/2013,14.03
01/08/2013,14.55
31/07/2013,14.92
30/07/2013,14.98
29/07/2013,15.11
26/07/2013,14.8
25/07/2013,15
24/07/2013,15.19
23/07/2013,14.88
22/07/2013,14.69
19/07/2013,15.04
18/07/2013,15.56
17/07/2013,15.56
16/07/2013,16.01
15/07/2013,15.62
12/07/2013,15.65
11/07/2013,15.5
10/07/2013,15.77
09/07/2013,15.91
08/07/2013,16.41
05/07/2013,16.88
03/07/2013,17.81
02/07/2013,18.02
01/07/2013,17.92
28/06/2013,18.39
27/06/2013,18.56
26/06/2013,18.82
25/06/2013,19.67
24/06/2013,20.73
21/06/2013,19.49
20/06/2013,20.34
19/06/2013,17.78
18/06/2013,17.75
17/06/2013,17.99
14/06/2013,18.3
13/06/2013,17.83
12/06/2013,19.07
11/06/2013,17.91
10/06/2013,16.73
07/06/2013,16.72
06/06/2013,17.55
05/06/2013,18
04/06/2013,17.26
03/06/2013,17.22
31/05/2013,17.13
30/05/2013,16.01
29/05/2013,16.15
28/05/2013,15.87
24/05/2013,15.92
23/05/2013,16
22/05/2013,15.82
21/05/2013,15.78
20/05/2013,15.31
17/05/2013,15.17
16/05/2013,15.45
15/05/2013,15.05
14/05/2013,14.98
13/05/2013,15.05
10/05/2013,14.71
09/05/2013,14.81
08/05/2013,14.4
07/05/2013,14.35
06/05/2013,14.31
03/05/2013,14.45
02/05/2013,14.87
01/05/2013,15.61
30/04/2013,14.78
29/04/2013,14.92
26/04/2013,14.89
25/04/2013,14.96
24/04/2013,14.97
23/04/2013,14.83
22/04/2013,15.66
19/04/2013,16.17
18/04/2013,17.52
17/04/2013,16.93
16/04/2013,15.1
15/04/2013,17.03
12/04/2013,14.02
11/04/2013,14.17
10/04/2013,14.12
09/04/2013,14.46
08/04/2013,14.71
05/04/2013,15.38
04/04/2013,15.3
03/04/2013,15.49
02/04/2013,14.71
01/04/2013,15.28
28/03/2013,14.64
27/03/2013,14.93
26/03/2013,14.75
25/03/2013,15.3
22/03/2013,15.26
21/03/2013,15.53
20/03/2013,14.93
19/03/2013,15.71
18/03/2013,15.39
15/03/2013,14.26
14/03/2013,14.1
13/03/2013,14.51
12/03/2013,14.58
11/03/2013,14.3
08/03/2013,14.52
07/03/2013,14.74
06/03/2013,15.03
05/03/2013,14.95
04/03/2013,15.42
01/03/2013,16.29
28/02/2013,16.18
27/02/2013,15.66
26/02/2013,17.25
25/02/2013,17.94
22/02/2013,14.98
21/02/2013,15.71
20/02/2013,15.41
19/02/2013,13.99
15/02/2013,14.26
14/02/2013,14.43
13/02/2013,14.63
12/02/2013,14.53
11/02/2013,14.68
08/02/2013,14.8
07/02/2013,15.19
06/02/2013,15.14
05/02/2013,15.3
04/02/2013,15.79
01/02/2013,14.79
31/01/2013,15.55
30/01/2013,15.42
29/01/2013,14.74
28/01/2013,15.07
25/01/2013,14.66
24/01/2013,14.67
23/01/2013,14.5
22/01/2013,14.72
18/01/2013,15.29
17/01/2013,16.08
16/01/2013,16.24
15/01/2013,16.33
14/01/2013,16.29
11/01/2013,16.01
10/01/2013,16.12
09/01/2013,16.5
08/01/2013,16.45
07/01/2013,16.45
04/01/2013,16.34
03/01/2013,16.74
02/01/2013,16.69
31/12/2012,18.73
28/12/2012,21.88
27/12/2012,19.92
26/12/2012,19.93
24/12/2012,18.87
21/12/2012,18.87
20/12/2012,18.14
19/12/2012,17.86
18/12/2012,16.81
17/12/2012,17.5
14/12/2012,18.03
13/12/2012,17.88
12/12/2012,17.43
11/12/2012,17
10/12/2012,17.35
07/12/2012,17.29
06/12/2012,17.84
05/12/2012,17.83
04/12/2012,18.19
03/12/2012,17.82
30/11/2012,17.27
29/11/2012,16.82
28/11/2012,17.2
27/11/2012,17.62
26/11/2012,17.31
23/11/2012,17.58
21/11/2012,17.58
20/11/2012,17.28
19/11/2012,17.59
16/11/2012,18.93
15/11/2012,19.79
14/11/2012,19.87
13/11/2012,18.97
12/11/2012,19.15
09/11/2012,20.07
08/11/2012,19.83
07/11/2012,19.81
06/11/2012,18.24
05/11/2012,18.97
02/11/2012,18.55
01/11/2012,17.73
31/10/2012,19.31
26/10/2012,19.02
25/10/2012,19.11
24/10/2012,19.27
23/10/2012,19.45
22/10/2012,17.87
19/10/2012,18.12
18/10/2012,16.58
17/10/2012,16.61
16/10/2012,16.97
15/10/2012,17.11
12/10/2012,17.74
11/10/2012,17.57
10/10/2012,18.13
09/10/2012,18.01
08/10/2012,17.36
05/10/2012,16.93
04/10/2012,17.06
03/10/2012,17.58
02/10/2012,17.74
01/10/2012,17.92
28/09/2012,17.61
27/09/2012,17.07
26/09/2012,18.5
25/09/2012,17.6
24/09/2012,16.59
21/09/2012,16.79
20/09/2012,16.75
19/09/2012,16.49
18/09/2012,16.63
17/09/2012,17.13
14/09/2012,16.9
13/09/2012,16.45
12/09/2012,17.6
11/09/2012,18.29
10/09/2012,18.3
07/09/2012,17.59
06/09/2012,18.62
05/09/2012,19.99
04/09/2012,20.68
31/08/2012,20.62
30/08/2012,20.92
29/08/2012,20.46
28/08/2012,19.82
27/08/2012,19.92
24/08/2012,19.24
23/08/2012,20.09
22/08/2012,19.42
21/08/2012,18.8
20/08/2012,18.59
17/08/2012,18.35
16/08/2012,18.55
15/08/2012,18.86
14/08/2012,18.51
13/08/2012,18.07
10/08/2012,18.14
09/08/2012,18.23
08/08/2012,18.58
07/08/2012,18.81
06/08/2012,18.74
03/08/2012,18.68
02/08/2012,20.23
01/08/2012,20.67
31/07/2012,20.78
30/07/2012,20.13
27/07/2012,19.66
26/07/2012,20.24
25/07/2012,21.88
24/07/2012,22.26
23/07/2012,21.18
20/07/2012,19.64
19/07/2012,18.61
18/07/2012,18.94
17/07/2012,18.92
16/07/2012,19.61
13/07/2012,19.39
12/07/2012,20.69
11/07/2012,20.25
10/07/2012,20.87
09/07/2012,20.37
06/07/2012,20.04
05/07/2012,20.11
03/07/2012,19.32
02/07/2012,19.79
29/06/2012,20.32
28/06/2012,22.25
27/06/2012,22.36
26/06/2012,22.47
25/06/2012,23.03
22/06/2012,21.51
21/06/2012,23.16
20/06/2012,20.84
19/06/2012,21.92
18/06/2012,22.13
15/06/2012,23.67
14/06/2012,25
13/06/2012,26.5
12/06/2012,24.94
11/06/2012,25.5
08/06/2012,23.64
07/06/2012,24.47
06/06/2012,24.71
05/06/2012,26.87
04/06/2012,28.12
01/06/2012,28.47
31/05/2012,26.22
30/05/2012,26.19
29/05/2012,23.89
25/05/2012,24.93
24/05/2012,24.78
23/05/2012,25.11
22/05/2012,25.23
21/05/2012,24.71
18/05/2012,27.66
17/05/2012,26.41
16/05/2012,24.92
15/05/2012,23.92
14/05/2012,22.97
11/05/2012,21.55
10/05/2012,20.87
09/05/2012,21.53
08/05/2012,20.81
07/05/2012,20.45
04/05/2012,20.72
03/05/2012,19.5
02/05/2012,19.01
01/05/2012,19.13
30/04/2012,19.32
27/04/2012,18.74
26/04/2012,18.55
25/04/2012,19.46
24/04/2012,20.51
23/04/2012,21.39
20/04/2012,20.48
19/04/2012,21.23
18/04/2012,21.12
17/04/2012,20.85
16/04/2012,22.04
13/04/2012,21.99
12/04/2012,20.25
11/04/2012,22.47
10/04/2012,22.62
09/04/2012,21.21
05/04/2012,19.82
04/04/2012,19.45
03/04/2012,18.81
02/04/2012,18.46
30/03/2012,18.61
29/03/2012,18.84
28/03/2012,18.79
27/03/2012,18.57
26/03/2012,17.43
23/03/2012,18.64
22/03/2012,19.55
21/03/2012,19.25
20/03/2012,19.96
19/03/2012,19.94
16/03/2012,20.37
15/03/2012,20.54
14/03/2012,20.75
13/03/2012,19.6
12/03/2012,20.81
09/03/2012,21.22
08/03/2012,21.84
07/03/2012,22.72
06/03/2012,23.9
05/03/2012,21.99
02/03/2012,21.26
01/03/2012,21.03
29/02/2012,21.8
28/02/2012,21.6
27/02/2012,21.87
24/02/2012,21.18
23/02/2012,20.78
22/02/2012,22.09
21/02/2012,22.35
17/02/2012,22.39
16/02/2012,23.17
15/02/2012,24.12
14/02/2012,22.82
13/02/2012,22.12
10/02/2012,23.28
09/02/2012,21.34
08/02/2012,20.68
07/02/2012,20.14
06/02/2012,20.39
03/02/2012,20.05
02/02/2012,21.01
01/02/2012,21.54
31/01/2012,22.09
30/01/2012,21.92
27/01/2012,21.4
26/01/2012,21.68
25/01/2012,21.36
24/01/2012,22.03
23/01/2012,22.32
20/01/2012,22.82
19/01/2012,23.65
18/01/2012,24.18
17/01/2012,25
13/01/2012,24.67
12/01/2012,24.04
11/01/2012,24.11
10/01/2012,23.68
09/01/2012,24.12
06/01/2012,24.09
05/01/2012,24.7
04/01/2012,25.31
03/01/2012,26.05
30/12/2011,26.86
29/12/2011,26.25
28/12/2011,26.75
27/12/2011,25.54
23/12/2011,25.22
22/12/2011,25.28
21/12/2011,25.56
20/12/2011,26.87
19/12/2011,28.74
16/12/2011,29.03
15/12/2011,29.46
14/12/2011,30.42
13/12/2011,30.17
12/12/2011,30.17
09/12/2011,29.53
08/12/2011,32.09
07/12/2011,30.62
06/12/2011,30.16
05/12/2011,29.9
02/12/2011,29.85
01/12/2011,30.03
30/11/2011,30.58
29/11/2011,33.21
28/11/2011,33.94
25/11/2011,36.45
23/11/2011,35.87
22/11/2011,34.24
21/11/2011,34.78
18/11/2011,34.2
17/11/2011,35.32
16/11/2011,34.39
15/11/2011,32.52
14/11/2011,32.72
11/11/2011,31.6
10/11/2011,33.75
09/11/2011,35.49
08/11/2011,29.52
07/11/2011,31.38
04/11/2011,31.23
03/11/2011,31.62
02/11/2011,32.88
01/11/2011,34.02
31/10/2011,30.37
28/10/2011,26.52
27/10/2011,27.03
26/10/2011,30.94
25/10/2011,32.36
24/10/2011,30.47
21/10/2011,31.97
20/10/2011,34.2
19/10/2011,34.39
18/10/2011,31.98
17/10/2011,33.6
14/10/2011,30.39
13/10/2011,32.71
12/10/2011,32.97
11/10/2011,34.06
10/10/2011,34.79
07/10/2011,37.31
06/10/2011,37.04
05/10/2011,38.31
04/10/2011,40.45
03/10/2011,43.38
30/09/2011,41.24
29/09/2011,38.18
28/09/2011,39.52
27/09/2011,37.21
26/09/2011,38.03
23/09/2011,39.55
22/09/2011,39.15
21/09/2011,36.19
20/09/2011,33.62
19/09/2011,33.81
16/09/2011,32.95
15/09/2011,33.52
14/09/2011,34.96
13/09/2011,36.06
12/09/2011,37.06
09/09/2011,36.64
08/09/2011,33.71
07/09/2011,32.96
06/09/2011,35.38
02/09/2011,33.79
01/09/2011,31.99
31/08/2011,31.67
30/08/2011,32.47
29/08/2011,31.98
26/08/2011,34.41
25/08/2011,36.61
24/08/2011,34.8
23/08/2011,34.79
22/08/2011,38.26
19/08/2011,37.9
18/08/2011,36.6
17/08/2011,30.03
16/08/2011,30.44
15/08/2011,30.08
12/08/2011,32.75
11/08/2011,33.82
10/08/2011,36.58
09/08/2011,31.07
08/08/2011,38.1
05/08/2011,29.59
04/08/2011,28.56
03/08/2011,23.12
02/08/2011,23.6
01/08/2011,22.38
29/07/2011,22.91
28/07/2011,22.95
27/07/2011,22.69
26/07/2011,20.89
25/07/2011,20.26
22/07/2011,19.2
21/07/2011,19.2
20/07/2011,20.37
19/07/2011,20.5
18/07/2011,21.84
15/07/2011,20.94
14/07/2011,21.59
13/07/2011,20.85
12/07/2011,20.93
11/07/2011,19.98
08/07/2011,17.96
07/07/2011,17.77
06/07/2011,18.41
05/07/2011,18.11
01/07/2011,17.93
30/06/2011,18.91
29/06/2011,19.42
28/06/2011,20.52
27/06/2011,21.5
24/06/2011,21.92
23/06/2011,20.93
22/06/2011,20.72
21/06/2011,20.5
20/06/2011,21.22
17/06/2011,22.44
16/06/2011,22.61
15/06/2011,21.38
14/06/2011,19.43
13/06/2011,20.44
10/06/2011,20.11
09/06/2011,19.26
08/06/2011,19.95
07/06/2011,19.5
06/06/2011,19.96
03/06/2011,19.47
02/06/2011,19.32
01/06/2011,19.36
31/05/2011,17.56
27/05/2011,18.13
26/05/2011,18.19
25/05/2011,18.87
24/05/2011,19.17
23/05/2011,19.79
20/05/2011,19.05
19/05/2011,18.17
18/05/2011,18.53
17/05/2011,19.45
16/05/2011,19.87
13/05/2011,19.07
12/05/2011,18.44
11/05/2011,19.05
10/05/2011,18.37
09/05/2011,19.2
06/05/2011,19.91
05/05/2011,19.84
04/05/2011,19.44
03/05/2011,19.11
02/05/2011,18.39
29/04/2011,17.5
28/04/2011,17.52
27/04/2011,17.9
26/04/2011,18.27
25/04/2011,18.55
21/04/2011,18.35
20/04/2011,18.48
19/04/2011,19.18
18/04/2011,19.92
15/04/2011,19.17
14/04/2011,19.96
13/04/2011,19.99
12/04/2011,20.33
11/04/2011,20.01
08/04/2011,20.05
07/04/2011,19.5
06/04/2011,19.38
05/04/2011,19.4
04/04/2011,19.39
01/04/2011,19.59
31/03/2011,19.84
30/03/2011,19.75
29/03/2011,19.97
28/03/2011,20.86
25/03/2011,20.03
24/03/2011,20.08
23/03/2011,20.93
22/03/2011,21.7
21/03/2011,21.95
18/03/2011,24.34
17/03/2011,25.44
16/03/2011,26.91
15/03/2011,24.03
14/03/2011,22.49
11/03/2011,21.87
10/03/2011,22.76
09/03/2011,21.82
08/03/2011,21.45
07/03/2011,21.85
04/03/2011,20.8
03/03/2011,20.44
02/03/2011,21.68
01/03/2011,21.9
28/02/2011,20
25/02/2011,20.57
24/02/2011,22.26
23/02/2011,22.47
22/02/2011,21.32
18/02/2011,18.9
17/02/2011,18.63
16/02/2011,18.32
15/02/2011,18.27
14/02/2011,17.94
11/02/2011,17.86
10/02/2011,18.1
09/02/2011,17.86
08/02/2011,17.85
07/02/2011,18.26
04/02/2011,18.33
03/02/2011,18.92
02/02/2011,19.09
01/02/2011,18.97
31/01/2011,20.15
28/01/2011,20.59
27/01/2011,18.48
26/01/2011,18.82
25/01/2011,19.34
24/01/2011,19.58
21/01/2011,19.97
20/01/2011,19.9
19/01/2011,19.64
18/01/2011,18.38
14/01/2011,18.37
13/01/2011,19.2
12/01/2011,19.23
11/01/2011,20.14
10/01/2011,20.48
07/01/2011,20.29
06/01/2011,20.35
05/01/2011,20.05
04/01/2011,20.61
03/01/2011,20.62
31/12/2010,20.9
30/12/2010,21.01
29/12/2010,20.84
28/12/2010,21.18
27/12/2010,21.04
23/12/2010,20.44
22/12/2010,19.57
21/12/2010,19.91
20/12/2010,20.1
17/12/2010,20.29
16/12/2010,20.82
15/12/2010,20.74
14/12/2010,20.39
13/12/2010,20.46
10/12/2010,19.84
09/12/2010,19.98
08/12/2010,20.38
07/12/2010,20.97
06/12/2010,21.04
03/12/2010,21
02/12/2010,21.99
01/12/2010,23.99
30/11/2010,25.19
29/11/2010,23.35
26/11/2010,21.81
24/11/2010,21.81
23/11/2010,22.59
22/11/2010,21.33
19/11/2010,21.4
18/11/2010,22.43
17/11/2010,23.83
16/11/2010,24.08
15/11/2010,22.81
12/11/2010,22.93
11/11/2010,21.47
10/11/2010,21.28
09/11/2010,21.53
08/11/2010,20.73
05/11/2010,20.66
04/11/2010,20.57
03/11/2010,21.65
02/11/2010,23.02
01/11/2010,23.29
29/10/2010,22.95
28/10/2010,22.81
27/10/2010,22.6
26/10/2010,22.2
25/10/2010,21.91
22/10/2010,21.65
21/10/2010,22.22
20/10/2010,22.66
19/10/2010,23.59
18/10/2010,22.8
15/10/2010,23.2
14/10/2010,23.56
13/10/2010,22.98
12/10/2010,23.37
11/10/2010,23.98
08/10/2010,24.06
07/10/2010,24.89
06/10/2010,24.91
05/10/2010,25.08
04/10/2010,26.32
01/10/2010,25.7
30/09/2010,26.4
29/09/2010,25.91
28/09/2010,25.34
27/09/2010,25.2
24/09/2010,24.75
23/09/2010,26.16
22/09/2010,25.16
21/09/2010,24.94
20/09/2010,24.59
17/09/2010,25.12
16/09/2010,24.96
15/09/2010,24.93
14/09/2010,24.74
13/09/2010,24.75
10/09/2010,25.59
09/09/2010,26.1
08/09/2010,26.3
07/09/2010,26.77
03/09/2010,25.31
02/09/2010,26.62
01/09/2010,27.29
31/08/2010,29.04
30/08/2010,30.01
27/08/2010,28.4
26/08/2010,30.37
25/08/2010,29.85
24/08/2010,30.31
23/08/2010,29.29
20/08/2010,29.54
19/08/2010,29.63
18/08/2010,28.58
17/08/2010,28.57
16/08/2010,29.8
13/08/2010,29.97
12/08/2010,29.25
11/08/2010,28.69
10/08/2010,26.31
09/08/2010,26.03
06/08/2010,26.12
05/08/2010,26.16
04/08/2010,25.96
03/08/2010,26.01
02/08/2010,25.4
30/07/2010,27.14
29/07/2010,27.12
28/07/2010,26.71
27/07/2010,26.37
26/07/2010,26.44
23/07/2010,26.99
22/07/2010,27.9
21/07/2010,29.08
20/07/2010,28.22
19/07/2010,30.08
16/07/2010,30.6
15/07/2010,29.23
14/07/2010,28.83
13/07/2010,28.32
12/07/2010,28.39
09/07/2010,28.17
08/07/2010,28.83
07/07/2010,29.72
06/07/2010,32.01
02/07/2010,33.29
01/07/2010,34.49
30/06/2010,35.23
29/06/2010,34.38
28/06/2010,30.96
25/06/2010,30.7
24/06/2010,31.36
23/06/2010,29.26
22/06/2010,29.09
21/06/2010,27.54
18/06/2010,27.96
17/06/2010,28.21
16/06/2010,28.78
15/06/2010,28.45
14/06/2010,30.68
11/06/2010,30.95
10/06/2010,31.47
09/06/2010,33.8
08/06/2010,33.65
07/06/2010,35.3
04/06/2010,34.37
03/06/2010,30.24
02/06/2010,30.59
01/06/2010,34.02
28/05/2010,32
27/05/2010,30.64
26/05/2010,33.95
25/05/2010,34.9
24/05/2010,36.91
21/05/2010,37.4
20/05/2010,40.83
19/05/2010,34.18
18/05/2010,32.81
17/05/2010,30.51
14/05/2010,30.8
13/05/2010,27.61
12/05/2010,26.65
11/05/2010,28.87
10/05/2010,28.98
07/05/2010,36.62
06/05/2010,26.37
05/05/2010,26.37
04/05/2010,25.07
03/05/2010,22.58
30/04/2010,23.67
29/04/2010,20.96
28/04/2010,22.31
27/04/2010,22.72
26/04/2010,19.86
23/04/2010,19.39
22/04/2010,19.59
21/04/2010,19.3
20/04/2010,18.99
19/04/2010,19.79
16/04/2010,20.23
15/04/2010,18.9
14/04/2010,18.77
13/04/2010,18.99
12/04/2010,18.96
09/04/2010,18.62
08/04/2010,19.08
07/04/2010,19.19
06/04/2010,18.84
05/04/2010,19.35
01/04/2010,19.9
31/03/2010,19.92
30/03/2010,19.54
29/03/2010,19.85
26/03/2010,20.06
25/03/2010,20.58
24/03/2010,20.08
23/03/2010,19.68
22/03/2010,20.11
19/03/2010,19.95
18/03/2010,19.48
17/03/2010,19.72
16/03/2010,20.16
15/03/2010,20.72
12/03/2010,20.27
11/03/2010,20.7
10/03/2010,20.51
09/03/2010,20.16
08/03/2010,20.26
05/03/2010,20.23
04/03/2010,21.03
03/03/2010,20.97
02/03/2010,21.18
01/03/2010,21.44
26/02/2010,21.65
25/02/2010,22.07
24/02/2010,22.08
23/02/2010,22.62
22/02/2010,21.73
19/02/2010,22.31
18/02/2010,22.78
17/02/2010,23.29
16/02/2010,23.57
12/02/2010,24.46
11/02/2010,24.57
10/02/2010,25.87
09/02/2010,26.04
08/02/2010,26.43
05/02/2010,26
04/02/2010,25.98
03/02/2010,23
02/02/2010,22.93
01/02/2010,23.64
29/01/2010,25.38
28/01/2010,24.67
27/01/2010,24.13
26/01/2010,25.17
25/01/2010,25.19
22/01/2010,26.29
21/01/2010,23.15
20/01/2010,21.4
19/01/2010,20.89
15/01/2010,21.48
14/01/2010,20.71
13/01/2010,21.29
12/01/2010,21.79
11/01/2010,21.27
08/01/2010,21
07/01/2010,21.6
06/01/2010,21.8
05/01/2010,22.39
04/01/2010,22.77
31/12/2009,23.89
30/12/2009,22.66
29/12/2009,22.63
28/12/2009,22.49
24/12/2009,22.41
23/12/2009,22.68
22/12/2009,22.76
21/12/2009,23.53
18/12/2009,24.52
17/12/2009,24.78
16/12/2009,24.25
15/12/2009,24.73
14/12/2009,24.56
11/12/2009,25.12
10/12/2009,25.34
09/12/2009,25.8
08/12/2009,26.13
07/12/2009,25.3
04/12/2009,24.76
03/12/2009,25.51
02/12/2009,24.8
01/12/2009,24.94
30/11/2009,26.24
27/11/2009,26.04
25/11/2009,23.66
24/11/2009,23.74
23/11/2009,24.11
20/11/2009,24.66
19/11/2009,25.11
18/11/2009,24.72
17/11/2009,25.04
16/11/2009,25.15
13/11/2009,25.6
12/11/2009,26.07
11/11/2009,24.97
10/11/2009,24.71
09/11/2009,24.41
06/11/2009,25.88
05/11/2009,26.61
04/11/2009,28.18
03/11/2009,28.87
02/11/2009,28.82
30/10/2009,29.07
29/10/2009,25.66
28/10/2009,27.42
27/10/2009,25.46
26/10/2009,25.37
23/10/2009,24.31
22/10/2009,23.35
21/10/2009,24.55
20/10/2009,23.72
19/10/2009,24.15
16/10/2009,24.4
15/10/2009,24.22
14/10/2009,24.58
13/10/2009,25.09
12/10/2009,25.17
09/10/2009,25.08
08/10/2009,25.74
07/10/2009,26.12
06/10/2009,26.73
05/10/2009,27.61
02/10/2009,28.8
01/10/2009,28.33
30/09/2009,26.66
29/09/2009,26.48
28/09/2009,26.27
25/09/2009,27.21
24/09/2009,27.13
23/09/2009,26.09
22/09/2009,25.69
21/09/2009,26.23
18/09/2009,26.54
17/09/2009,25.94
16/09/2009,25.87
15/09/2009,26.33
14/09/2009,26.41
11/09/2009,26.56
10/09/2009,26.51
09/09/2009,27.29
08/09/2009,28.21
04/09/2009,28.48
03/09/2009,29.6
02/09/2009,31.04
01/09/2009,30.88
31/08/2009,29.17
28/08/2009,28.5
27/08/2009,28.41
26/08/2009,28.36
25/08/2009,28.16
24/08/2009,28.16
21/08/2009,27.77
20/08/2009,28.29
19/08/2009,28.48
18/08/2009,28.9
17/08/2009,29.93
14/08/2009,27.11
13/08/2009,27.28
12/08/2009,27.74
11/08/2009,28.1
10/08/2009,27.06
07/08/2009,27.11
06/08/2009,27.98
05/08/2009,27.17
04/08/2009,27.22
03/08/2009,27.71
31/07/2009,28.4
30/07/2009,28.19
29/07/2009,28.42
28/07/2009,27.96
27/07/2009,26.99
24/07/2009,26.37
23/07/2009,26.96
22/07/2009,27.22
21/07/2009,27.44
20/07/2009,27.59
17/07/2009,28.65
16/07/2009,28.61
15/07/2009,29.11
14/07/2009,29.58
13/07/2009,30.1
10/07/2009,31.71
09/07/2009,31.67
08/07/2009,32.42
07/07/2009,32.09
06/07/2009,30.79
02/07/2009,30.53
01/07/2009,28.96
30/06/2009,28.76
29/06/2009,28.2
26/06/2009,29.28
25/06/2009,29.41
24/06/2009,31.07
23/06/2009,32.42
22/06/2009,33.01
19/06/2009,30.64
18/06/2009,31.51
17/06/2009,32.89
16/06/2009,32.79
15/06/2009,31.34
12/06/2009,29.5
11/06/2009,29.93
10/06/2009,30.61
09/06/2009,30.67
08/06/2009,31.77
05/06/2009,31.6
04/06/2009,31.58
03/06/2009,32.19
02/06/2009,30.58
01/06/2009,30.6
29/05/2009,30.43
28/05/2009,32.05
27/05/2009,32.47
26/05/2009,31.53
22/05/2009,33.04
21/05/2009,32.39
20/05/2009,30.74
19/05/2009,30.42
18/05/2009,31.23
15/05/2009,33.22
14/05/2009,32.25
13/05/2009,33.83
12/05/2009,32.77
11/05/2009,33.39
08/05/2009,32.82
07/05/2009,34.04
06/05/2009,33.36
05/05/2009,34.18
04/05/2009,34.8
01/05/2009,35.84
30/04/2009,36.73
29/04/2009,36.49
28/04/2009,38.4
27/04/2009,38.63
24/04/2009,37.81
23/04/2009,37.98
22/04/2009,38.5
21/04/2009,37.78
20/04/2009,39.41
17/04/2009,36.59
16/04/2009,36.96
15/04/2009,37.97
14/04/2009,38.69
13/04/2009,38.55
09/04/2009,38.53
08/04/2009,40.2
07/04/2009,41.67
06/04/2009,41.17
03/04/2009,41.07
02/04/2009,42.24
01/04/2009,43.03
31/03/2009,44.59
30/03/2009,44.99
27/03/2009,42.09
26/03/2009,40.68
25/03/2009,41.9
24/03/2009,43.64
23/03/2009,42.33
20/03/2009,46.28
19/03/2009,43.15
18/03/2009,39.9
17/03/2009,39.98
16/03/2009,42.24
13/03/2009,41.83
12/03/2009,40.7
11/03/2009,42.5
10/03/2009,42.41
09/03/2009,46.53
06/03/2009,46.48
05/03/2009,46.7
04/03/2009,44.72
03/03/2009,48.51
02/03/2009,48.67
27/02/2009,45.21
26/02/2009,44.18
25/02/2009,44.4
24/02/2009,45.11
23/02/2009,50.43
20/02/2009,47.03
19/02/2009,45.63
18/02/2009,46.97
17/02/2009,46
13/02/2009,42.47
12/02/2009,42.66
11/02/2009,45.07
10/02/2009,46.06
09/02/2009,43.43
06/02/2009,43.38
05/02/2009,42.6
04/02/2009,42.13
03/02/2009,42.24
02/02/2009,43.91
30/01/2009,44.6
29/01/2009,43.53
28/01/2009,42.2
27/01/2009,45.18
26/01/2009,47.47
23/01/2009,49.36
22/01/2009,50.13
21/01/2009,49.96
20/01/2009,54.87
16/01/2009,48.95
15/01/2009,51.71
14/01/2009,50.68
13/01/2009,47.14
12/01/2009,47.35
09/01/2009,44.88
08/01/2009,43.17
07/01/2009,43.81
06/01/2009,40.31
05/01/2009,40.82
02/01/2009,40.56
31/12/2008,43.18
30/12/2008,44.41
29/12/2008,46.54
26/12/2008,46.11
24/12/2008,43.96
23/12/2008,44.48
22/12/2008,43.71
19/12/2008,43.4
18/12/2008,49.8
