Date,Open,High,Low,Close,Adj Close,Volume
10/07/2012,2.465,2.465,2.3725,2.3875,2.3875,28000
11/07/2012,2.3825,2.445,2.35,2.445,2.445,37200
12/07/2012,2.375,2.4625,2.3425,2.4375,2.4375,121200
13/07/2012,2.5,2.5625,2.5,2.555,2.555,109200
16/07/2012,2.5825,2.585,2.55,2.585,2.585,11600
17/07/2012,2.6475,2.6925,2.5875,2.6775,2.6775,26400
18/07/2012,2.6975,2.6975,2.6975,2.6975,2.6975,1600
19/07/2012,2.6575,2.675,2.645,2.675,2.675,5200
20/07/2012,2.6375,2.6475,2.5625,2.585,2.585,21600
23/07/2012,2.3775,2.44,2.2875,2.4125,2.4125,124000
24/07/2012,2.3625,2.3675,2.2275,2.3,2.3,160000
25/07/2012,2.31,2.35,2.225,2.3125,2.3125,139600
26/07/2012,2.4475,2.5,2.425,2.5,2.5,222400
27/07/2012,2.6225,2.6225,2.555,2.5675,2.5675,77600
30/07/2012,2.5675,2.5675,2.5225,2.525,2.525,14000
31/07/2012,2.4675,2.475,2.445,2.4475,2.4475,154400
01/08/2012,2.4675,2.4875,2.445,2.475,2.475,50400
02/08/2012,2.435,2.525,2.415,2.525,2.525,105200
03/08/2012,2.6225,2.6825,2.6225,2.6825,2.6825,52800
07/08/2012,2.825,2.825,2.7325,2.7325,2.7325,23200
08/08/2012,2.6925,2.7925,2.6925,2.7925,2.7925,8400
09/08/2012,2.775,2.8175,2.775,2.8075,2.8075,35200
10/08/2012,2.78,2.8425,2.78,2.81,2.81,11200
13/08/2012,2.8675,2.9475,2.8675,2.9475,2.9475,34000
14/08/2012,2.95,2.95,2.8,2.8025,2.8025,48000
15/08/2012,2.83,2.845,2.7875,2.7875,2.7875,28000
16/08/2012,2.79,2.8275,2.79,2.8225,2.8225,40400
17/08/2012,2.8525,2.9525,2.85,2.93,2.93,40800
20/08/2012,2.92,2.925,2.8625,2.925,2.925,68000
21/08/2012,2.9525,2.96,2.8325,2.8325,2.8325,44800
22/08/2012,2.8125,2.8375,2.795,2.8225,2.8225,33600
23/08/2012,2.775,2.8,2.7475,2.76,2.76,70800
